A1	CD	n
A1	DVD	n
A1	December	n
A1	February	n
A1	Friday	n
A1	I	pron
A1	January	n
A1	July	n
A1	June	n
A1	March	n
A1	May	n
A1	Monday	n
A1	November	n
A1	OK	adj
A1	OK	adv
A1	OK	exclam
A1	October	n
A1	Saturday	n
A1	September	n
A1	Sunday	n
A1	T-shirt	n
A1	TV	n
A1	Thursday	n
A1	Tuesday	n
A1	Wednesday	n
A1	beer	n
A1	before	prep
A1	begin	v
A1	beginning	n
A1	behind	adv
A1	behind	prep
A1	believe	v
A1	below	adv
A1	below	prep
A1	best	adj
A1	better	adj
A1	between	prep
A1	bicycle	n
A1	big	adj
A1	bike	n
A1	bill	n
A1	bird	n
A1	birthday	n
A1	black	adj
A1	black	n
A1	blog	n
A1	blonde	adj
A1	blue	adj
A1	blue	n
A1	boat	n
A1	body	n
A1	book	n
A1	boot	n
A1	bored	adj
A1	boring	adj
A1	born	v
A1	both	det
A1	both	pron
A1	bottle	n
A1	box	n
A1	boy	n
A1	boyfriend	n
A1	bread	n
A1	break	n
A1	break	v
A1	breakfast	n
A1	bring	v
A1	brother	n
A1	brown	adj
A1	brown	n
A1	build	v
A1	building	n
A1	bus	n
A1	business	n
A1	busy	adj
A1	but	conj
A1	butter	n
A1	buy	v
A1	by	prep
A1	bye	exclam
A1	cafe	n
A1	cake	n
A1	call	n
A1	call	v
A1	camera	n
A1	can	modal
A1	can	v
A1	cannot	v
A1	capital	adj
A1	capital	n
A1	car	n
A1	card	n
A1	career	n
A1	carrot	n
A1	carry	v
A1	cat	n
A1	cent	n
A1	centre	n
A1	century	n
A1	chair	n
A1	change	n
A1	change	v
A1	chart	n
A1	cheap	adj
A1	check	v
A1	cheese	n
A1	chicken	n
A1	child	n
A1	chocolate	n
A1	choose	v
A1	cinema	n
A1	city	n
A1	class	n
A1	classroom	n
A1	clean	adj
A1	clean	v
A1	climb	v
A1	clock	n
A1	close	v
A1	clothes	n
A1	club	n
A1	coat	n
A1	coffee	n
A1	cold	adj
A1	cold	n
A1	college	n
A1	colour	n
A1	come	v
A1	common	adj
A1	common	n
A1	company	n
A1	compare	v
A1	complete	adj
A1	complete	v
A1	computer	n
A1	concert	n
A1	conversation	n
A1	cook	v
A1	cooking	n
A1	cool	adj
A1	correct	adj
A1	correct	v
A1	cost	n
A1	cost	v
A1	could	modal
A1	could	v
A1	country	n
A1	course	n
A1	cousin	n
A1	cow	n
A1	cream	n
A1	create	v
A1	culture	n
A1	cup	n
A1	customer	n
A1	cut	v
A1	dad	n
A1	dance	n
A1	dance	v
A1	dancer	n
A1	dancing	n
A1	dangerous	adj
A1	dark	adj
A1	date	n
A1	daughter	n
A1	day	n
A1	dear	adj
A1	decide	v
A1	delicious	adj
A1	describe	v
A1	description	n
A1	design	n
A1	design	v
A1	desk	n
A1	detail	n
A1	dialogue	n
A1	dictionary	n
A1	die	v
A1	diet	n
A1	difference	n
A1	different	adj
A1	difficult	adj
A1	dinner	n
A1	dirty	adj
A1	discuss	v
A1	dish	n
A1	do	auxiliary
A1	do	v
A1	do	v
A1	doctor	n
A1	dog	n
A1	dollar	n
A1	door	n
A1	down	adv
