C1	gaze	n
C1	gaze	v
C1	gear	n
C1	generic	adj
C1	genocide	n
C1	glance	n
C1	glance	v
C1	glimpse	n
C1	glorious	adj
C1	glory	n
C1	governance	n
C1	grace	n
C1	grasp	v
C1	grave	adj
C1	grave	n
C1	gravity	n
C1	grid	n
C1	grief	n
C1	grin	v
C1	grind	v
C1	grip	n
C1	guerrilla	n
C1	guidance	n
C1	guilt	n
C1	gut	n
C1	hail	v
C1	halfway	adv
C1	halt	v
C1	handful	n
C1	handling	n
C1	handy	adj
C1	harassment	n
C1	hardware	n
C1	harmony	n
C1	harsh	adj
C1	harvest	n
C1	hatred	n
C1	haunt	v
C1	hazard	n
C1	heighten	v
C1	heritage	n
C1	hierarchy	n
C1	high-profile	adj
C1	hint	n
C1	hint	v
C1	homeland	n
C1	hook	n
C1	hopeful	adj
C1	horizon	n
C1	horn	n
C1	hostage	n
C1	hostile	adj
C1	hostility	n
C1	humanitarian	adj
C1	humanity	n
C1	humble	adj
C1	hydrogen	n
C1	identification	n
C1	ideological	adj
C1	ideology	n
C1	idiot	n
C1	ignorance	n
C1	imagery	n
C1	immense	adj
C1	imminent	adj
C1	implementation	n
C1	imprison	v
C1	imprisonment	n
C1	inability	n
C1	inadequate	adj
C1	inappropriate	adj
C1	incidence	n
C1	inclined	adj
C1	inclusion	n
C1	incur	v
C1	indicator	n
C1	indictment	n
C1	indigenous	adj
C1	induce	v
C1	indulge	v
C1	inequality	n
C1	infamous	adj
C1	infant	n
C1	infect	v
C1	inflict	v
C1	influential	adj
C1	inherent	adj
C1	inhibit	v
C1	initiate	v
C1	inject	v
C1	injection	n
C1	injustice	n
C1	inmate	n
C1	insertion	n
C1	insider	n
C1	inspect	v
C1	inspection	n
C1	inspiration	n
C1	instinct	n
C1	institutional	adj
C1	instruct	v
C1	instrumental	adj
C1	insufficient	adj
C1	insult	n
C1	intact	adj
C1	intake	n
C1	integral	adj
C1	integrated	adj
C1	integration	n
C1	integrity	n
C1	intellectual	n
C1	intensify	v
C1	intensity	n
C1	intensive	adj
C1	intent	n
C1	interactive	adj
C1	interface	n
C1	interfere	v
C1	interference	n
C1	interim	adj
C1	interior	adj
C1	interior	n
C1	intermediate	adj
C1	intervene	v
C1	intervention	n
C1	intimate	adj
C1	intriguing	adj
C1	investigator	n
C1	invisible	adj
C1	invoke	v
C1	involvement	n
C1	ironic	adj
C1	ironically	adv
C1	irony	n
C1	irrelevant	adj
C1	isolation	n
C1	judicial	adj
C1	junction	n
C1	jurisdiction	n
C1	just	adj
C1	justification	n
C1	kidnap	v
C1	kidney	n
C1	kingdom	n
C1	lad	n
C1	landlord	n
C1	landmark	n
C1	lap	n
C1	large-scale	adj
C1	laser	n
C1	latter	adj
C1	latter	n
C1	lawn	n
C1	lawsuit	n
C1	layout	n
C1	leak	n
C1	leak	v
C1	leap	n
C1	leap	v
C1	legacy	n
C1	legendary	adj
C1	legislation	n
C1	legislative	adj
C1	legislature	n
C1	legitimate	adj
C1	lengthy	adj
C1	lesbian	adj
C1	lesser	adj
C1	lethal	adj
C1	liable	adj
C1	liberal	adj
C1	liberal	n
C1	liberation	n
C1	liberty	n
C1	license	v
C1	lifelong	adj
C1	likelihood	n
C1	limb	n
C1	line-up	n
C1	linear	adj
C1	linger	v
C1	listing	n
C1	literacy	n
C1	liver	n
C1	lobby	n
C1	lobby	v
C1	log	n
C1	log	v
C1	logic	n
C1	long-standing	adj
C1	long-time	adj
C1	loom	v
C1	loop	n
C1	loyalty	n
C1	machinery	n
C1	magical	adj
C1	magistrate	n
C1	magnetic	adj
C1	magnitude	n
C1	mainland	n
C1	mainstream	adj
C1	mainstream	n
C1	maintenance	n
C1	major	n
C1	mandate	n
C1	mandatory	adj
C1	manifest	v
C1	manipulate	v
C1	manipulation	n
C1	manuscript	n
C1	march	n
C1	march	v
C1	marginal	adj
C1	marine	adj
C1	marketplace	n
C1	mask	n
C1	massacre	n
C1	mathematical	adj
C1	mature	adj
C1	maximize	v
C1	meaningful	adj
C1	meantime	n
C1	medieval	adj
C1	meditation	n
C1	melody	n
C1	memo	n
C1	memoir	n
C1	memorial	n
C1	mentor	n
C1	merchant	n
C1	mercy	n
C1	mere	adj
C1	merely	adv
C1	merge	v
C1	merger	n
C1	merit	n
C1	methodology	n
C1	midst	n
C1	migration	n
C1	militant	adj
C1	militant	n
C1	militia	n
C1	mill	n
C1	minimal	adj
C1	minimize	v
C1	mining	n
C1	ministry	n
C1	minute	adj
C1	miracle	n
C1	misery	n
C1	misleading	adj
C1	missile	n
C1	mob	n
C1	mobility	n
C1	mobilize	v
C1	moderate	adj
C1	modification	n
C1	momentum	n
C1	monk	n
C1	monopoly	n
C1	morality	n
